,Player,FGM,FGA,FG%,FTM,FTA,FT%,3PTM,3PTA,3PT%,PTS,DREB,OREB,REB,AST,ST,BLK,TO,zFGM,zFGA,zFG%,zFTM,zFTA,zFT%,z3PTM,z3PTA,z3PT%,zPTS,zDREB,zOREB,zREB,zAST,zST,zBLK,zTO,zTotal,is_g,is_pg,is_sg,is_f,is_sf,is_pf,is_c,is_util,num_elig_positions,rand_team,cat_win,cat_loss,matchup_win,matchup_loss,cat_perc,matchup_perc
191,Malcolm Brogdon,6.021,13.729,0.439,3.0210000000000004,3.375,0.895,1.271,4.062,0.313,16.333,3.875,0.833,4.708,7.146,0.688,0.16699999999999998,2.396,0.655,0.831,-0.519,0.632,0.395,1.344,-0.128,0.101,-0.994,0.604,0.028,-0.285,-0.073,2.28,-0.46,-0.7609999999999999,-1.011,0.155,1,1,1,0,0,0,0,1,4,0,19425.0,27974.0,5564.0,7971.0,0.4098187725479441,0.4110823790173624
247,Rui Hachimura,5.317,11.122,0.478,2.244,2.707,0.8290000000000001,0.488,1.78,0.274,13.366,4.512,1.537,6.049,1.707,0.8290000000000001,0.171,1.0,0.322,0.241,0.345,0.128,0.041,0.47,-1.007,-0.887,-0.77,0.11,0.376,0.5670000000000001,0.464,-0.562,-0.068,-0.752,0.6729999999999999,-0.018000000000000002,0,0,0,1,1,1,0,1,4,0,18257.0,26433.0,5177.0,7538.0,0.4085253971805773,0.4071569012976799
77,Donte DiVincenzo,3.542,7.661,0.462,1.017,1.3219999999999998,0.769,1.288,3.746,0.344,9.39,3.898,1.0,4.898,2.305,1.356,0.305,1.22,-0.518,-0.542,0.035,-0.6679999999999999,-0.693,-0.036000000000000004,-0.109,-0.036000000000000004,-0.293,-0.552,0.041,-0.083,0.003,-0.249,1.3869999999999998,-0.462,0.407,-0.139,1,1,1,0,0,0,0,1,4,0,19217.0,27924.0,5473.0,7962.0,0.4076493922487856,0.40736881280238185
186,Lonzo Ball,4.625,11.214,0.412,0.679,1.196,0.5670000000000001,2.482,6.482,0.383,12.411,5.089,1.125,6.214,7.0,1.429,0.536,3.071,-0.006,0.262,-0.928,-0.888,-0.759,-0.8540000000000001,1.231,1.148,0.794,-0.049,0.691,0.069,0.53,2.204,1.588,0.036000000000000004,-1.826,0.191,1,1,0,0,0,0,0,1,3,0,16096.0,23423.0,4609.0,6641.0,0.4072977555100079,0.4096888888888889
29,Brook Lopez,4.0,9.361,0.4270000000000001,1.607,1.984,0.81,1.3769999999999998,4.6560000000000015,0.29600000000000004,10.984000000000002,3.77,0.6890000000000001,4.459,1.557,0.705,2.443,1.033,-0.301,-0.157,-0.53,-0.28600000000000003,-0.342,0.218,-0.009000000000000001,0.35700000000000004,-1.57,-0.287,-0.029,-0.46,-0.173,-0.64,-0.412,4.1530000000000005,0.633,0.01,0,0,0,0,0,0,1,1,2,0,20531.0,30012.0,5948.0,8527.0,0.4062085748768376,0.4109153713298791
283,Wendell Carter,4.256,7.977,0.534,2.605,3.535,0.737,0.14,0.674,0.207,11.255999999999998,6.186,3.233,9.419,1.186,0.767,0.8370000000000001,1.6740000000000002,-0.18,-0.471,1.019,0.362,0.48,-0.494,-1.398,-1.366,-0.494,-0.241,1.29,2.6210000000000004,1.814,-0.8340000000000001,-0.239,0.687,-0.141,0.142,0,0,0,0,0,0,1,1,2,0,20441.0,30047.0,5870.0,8550.0,0.4048684836000634,0.4070735090152566
217,Nemanja Bjelica,4.484,9.438,0.475,0.938,1.141,0.8220000000000001,1.953,4.609,0.424,11.859000000000002,4.766,1.672,6.438,2.797,0.8440000000000001,0.516,1.4380000000000002,-0.07200000000000001,-0.14,0.248,-0.72,-0.789,0.174,0.637,0.337,1.5830000000000002,-0.141,0.515,0.731,0.62,0.008,-0.028,-0.006999999999999999,0.145,0.182,0,0,0,1,0,1,0,1,3,0,15542.0,22899.0,4436.0,6514.0,0.4043079004188237,0.4051141552511415
250,Serge Ibaka,6.46,12.46,0.518,1.78,2.38,0.748,1.32,3.32,0.398,16.02,6.2,2.08,8.28,1.46,0.48,0.84,2.0,0.862,0.544,1.256,-0.173,-0.132,-0.241,-0.073,-0.221,0.696,0.552,1.298,1.225,1.358,-0.691,-1.033,0.693,-0.534,0.317,0,0,0,1,0,1,1,1,4,0,25132.0,37140.0,7196.0,10604.0,0.4035842754367934,0.4042696629213483
268,Thomas Bryant,4.842,8.079,0.599,1.842,2.5,0.737,0.579,1.421,0.407,12.105,4.868,1.974,6.8420000000000005,1.868,0.368,0.868,1.263,0.097,-0.447,1.953,-0.133,-0.069,-0.348,-0.905,-1.043,0.407,-0.1,0.5710000000000001,1.096,0.782,-0.477,-1.341,0.754,0.35600000000000004,0.068,0,0,0,0,0,0,1,1,2,0,20112.0,29784.0,5731.0,8519.0,0.4030784030784031,0.4021754385964912
69,Derrick Jones,3.255,6.3329999999999975,0.514,1.725,2.216,0.779,0.667,2.471,0.27,8.902000000000003,3.059,1.118,4.176,1.118,1.0590000000000002,0.706,0.529,-0.654,-0.843,0.597,-0.208,-0.219,0.008,-0.8059999999999999,-0.588,-1.146,-0.633,-0.417,0.06,-0.287,-0.87,0.5660000000000001,0.403,1.241,-0.223,0,0,0,1,1,1,0,1,4,0,18079.0,26774.0,5187.0,7623.0,0.4030722582658908,0.4049180327868853
92,Evan Fournier,6.689,14.246,0.47,2.754,3.361,0.82,2.705,6.6560000000000015,0.406,18.836,2.295,0.279,2.574,3.164,1.148,0.23,1.967,0.971,0.948,0.225,0.459,0.388,0.475,1.481,1.223,1.645,1.021,-0.8340000000000001,-0.956,-0.929,0.2,0.8109999999999999,-0.625,-0.494,0.353,1,0,1,1,1,0,0,1,5,0,19325.0,28733.0,5547.0,8183.0,0.402118273752549,0.4040058266569556
86,Elfrid Payton,4.289,9.778,0.439,1.089,1.911,0.57,0.311,1.533,0.203,9.978,3.556,1.156,4.711,7.178,1.556,0.378,2.133,-0.165,-0.063,-0.363,-0.622,-0.381,-1.35,-1.205,-0.994,-1.234,-0.454,-0.146,0.106,-0.07200000000000001,2.297,1.938,-0.305,-0.6940000000000001,-0.218,1,1,0,0,0,0,0,1,3,0,15940.0,23708.0,4579.0,6716.0,0.4020379338175949,0.4054006197432492
10,Andrew Wiggins,8.093,18.111,0.447,3.519,4.963,0.7090000000000001,2.056,6.185,0.332,21.759,3.852,1.222,5.074,3.667,0.833,0.981,2.444,1.635,1.823,-0.43,0.955,1.237,-1.167,0.752,1.019,-0.903,1.507,0.016,0.18600000000000005,0.073,0.462,-0.057,0.998,-1.07,0.414,1,0,1,1,1,0,0,1,5,0,20151.0,30022.0,5839.0,8496.0,0.4016303589580053,0.40732472968259503
70,Derrick Rose,7.38,15.06,0.49,2.42,2.78,0.871,0.9,2.94,0.306,18.08,1.88,0.54,2.42,5.56,0.8,0.32,2.52,1.298,1.133,0.773,0.242,0.08,0.8759999999999999,-0.544,-0.385,-0.807,0.895,-1.061,-0.64,-0.991,1.4509999999999998,-0.149,-0.43,-1.161,0.034,1,1,1,0,0,0,0,1,4,0,18585.0,27765.0,5301.0,7929.0,0.4009708737864078,0.4006802721088436
291,Zion Williamson,9.053,15.368,0.589,5.158,8.0,0.645,0.316,0.684,0.462,23.579,3.895,2.895,6.789,2.158,0.8420000000000001,0.474,2.684,2.089,1.202,3.425,2.019,2.847,-3.632,-1.2,-1.362,0.424,1.81,0.039,2.212,0.7609999999999999,-0.326,-0.033,-0.098,-1.359,0.519,0,0,0,1,0,1,0,1,3,0,15197.0,22750.0,4367.0,6488.0,0.4004796163069544,0.4023030861354215
57,Danuel House,3.552,8.31,0.4270000000000001,1.172,1.466,0.8,1.948,5.362,0.363,10.224,3.276,0.966,4.2410000000000005,1.345,1.103,0.552,0.845,-0.513,-0.395,-0.468,-0.5670000000000001,-0.617,0.113,0.632,0.6629999999999999,0.109,-0.413,-0.299,-0.124,-0.261,-0.7509999999999999,0.6890000000000001,0.071,0.86,-0.075,1,0,1,1,1,1,0,1,6,0,22154.0,33290.0,6382.0,9533.0,0.3995743452853329,0.4010053408733899
287,Willie Cauley-Stein,3.241,5.593,0.579,0.741,1.222,0.606,0.0,0.019,0.0,7.222,4.2780000000000005,1.556,5.8329999999999975,1.296,0.907,1.13,0.741,-0.66,-1.01,1.165,-0.847,-0.746,-0.711,-1.554,-1.65,0.025,-0.913,0.248,0.59,0.377,-0.7759999999999999,0.14800000000000002,1.318,0.986,-0.236,0,0,0,1,0,1,1,1,4,0,24768.0,37219.0,7153.0,10622.0,0.3995676512817203,0.4024191279887481
199,Marquese Chriss,3.559,6.525,0.545,2.0340000000000003,2.644,0.769,0.136,0.6609999999999999,0.205,9.288,4.254,1.932,6.186,1.932,0.6609999999999999,1.051,1.3219999999999998,-0.51,-0.799,0.971,-0.008,0.008,-0.077,-1.402,-1.372,-0.49,-0.569,0.235,1.046,0.519,-0.444,-0.5329999999999999,1.148,0.284,-0.117,0,0,0,1,0,1,1,1,4,0,24698.0,37230.0,7018.0,10692.0,0.39881798217284586,0.39627329192546573
55,Danilo Gallinari,5.982,13.618,0.439,4.255,4.8,0.8859999999999999,3.0,7.327000000000001,0.409,19.218,4.909,0.5820000000000001,5.4910000000000005,2.055,0.727,0.073,1.273,0.636,0.8059999999999999,-0.498,1.432,1.151,1.767,1.812,1.514,1.923,1.084,0.593,-0.589,0.24,-0.38,-0.35,-0.963,0.344,0.619,0,0,0,1,1,1,0,1,4,0,17662.0,26639.0,5092.0,7543.0,0.3986817453330624,0.4030075187969925
102,Glenn Robinson,4.683,9.633,0.486,1.2,1.383,0.867,1.233,3.1830000000000003,0.387,11.8,3.033,1.3,4.333,1.6,0.883,0.267,0.883,0.022,-0.096,0.436,-0.5489999999999999,-0.66,0.425,-0.17,-0.28,0.4970000000000001,-0.151,-0.431,0.281,-0.224,-0.618,0.081,-0.545,0.8140000000000001,-0.069,1,0,1,1,1,0,0,1,5,0,19726.0,29782.0,5633.0,8487.0,0.398440656055587,0.3989376770538244
47,Collin Sexton,7.892,16.708,0.472,3.477,4.1080000000000005,0.846,1.492,3.923,0.38,20.754,2.2,0.938,3.138,2.954,1.0,0.108,2.431,1.54,1.505,0.344,0.928,0.784,0.955,0.12,0.04,0.452,1.34,-0.8859999999999999,-0.157,-0.703,0.09,0.403,-0.888,-1.053,0.28300000000000003,1,1,1,0,0,0,0,1,4,0,18603.0,28192.0,5363.0,8022.0,0.3975424724863768,0.4006723944714232
272,Tomas Satoransky,3.646,8.477,0.43,1.631,1.862,0.8759999999999999,0.985,3.062,0.322,9.908,2.738,1.169,3.908,5.4460000000000015,1.231,0.108,2.0,-0.469,-0.35700000000000004,-0.4370000000000001,-0.27,-0.407,0.623,-0.449,-0.333,-0.591,-0.466,-0.5920000000000001,0.122,-0.394,1.392,1.041,-0.888,-0.534,-0.177,1,1,1,0,0,0,0,1,4,0,18665.0,28324.0,5335.0,8100.0,0.3972206261039818,0.3970971343505769
71,Derrick White,3.492,7.607,0.459,2.459,2.869,0.857,0.934,2.623,0.35600000000000004,10.377,2.672,0.4920000000000001,3.164,3.377,0.639,0.902,1.23,-0.542,-0.5539999999999999,-0.009000000000000001,0.267,0.127,0.773,-0.506,-0.522,-0.014,-0.388,-0.629,-0.698,-0.6920000000000001,0.311,-0.593,0.826,0.396,-0.14400000000000002,1,1,1,0,0,0,0,1,4,0,17792.0,27175.0,5101.0,7749.0,0.3956679342629039,0.3969649805447471
